localfile	test	errors
00001399.tmp	Test2	2
00001399.tmp	Test3	3
00001399.tmp	Test4	4
00001400.tmp	Test0	0
00001400.tmp	Test1	6
00001400.tmp	Test2	12
00001400.tmp	Test3	18
00001400.tmp	Test4	4
00001401.tmp	Test0	0
00001401.tmp	Test1	8
00001401.tmp	Test2	16
00001401.tmp	Test3	24
00001401.tmp	Test4	4
00001402.tmp	Test0	0
00001402.tmp	Test1	6
00001402.tmp	Test2	12
00001402.tmp	Test3	18
00001402.tmp	Test4	24
00001403.tmp	Test0	0
00001403.tmp	Test1	1
00001403.tmp	Test2	2
00001403.tmp	Test3	3
00001403.tmp	Test4	4
00001404.tmp	Test0	0
00001404.tmp	Test1	2
00001404.tmp	Test2	4
00001404.tmp	Test3	6
00001404.tmp	Test4	8
00001405.tmp	Test0	0
00001405.tmp	Test1	17
00001405.tmp	Test2	16
00001405.tmp	Test3	15
00001405.tmp	Test4	14
00001406.tmp	Test0	0
00001406.tmp	Test1	7
00001406.tmp	Test2	4
00001406.tmp	Test3	1
00001406.tmp	Test4	8
00001407.tmp	Test0	0
00001407.tmp	Test1	0
00001407.tmp	Test2	0
00001407.tmp	Test3	0
00001407.tmp	Test4	0
00001408.tmp	Test0	0
00001408.tmp	Test1	7
00001408.tmp	Test2	0
00001408.tmp	Test3	7
00001408.tmp	Test4	0
00001409.tmp	Test0	0
00001409.tmp	Test1	8
00001409.tmp	Test2	3
00001409.tmp	Test3	11
00001409.tmp	Test4	6
00001410.tmp	Test0	0
00001410.tmp	Test1	12
00001410.tmp	Test2	24
00001410.tmp	Test3	10
00001410.tmp	Test4	22
00001411.tmp	Test0	0
00001411.tmp	Test1	2
00001411.tmp	Test2	4
00001411.tmp	Test3	6
00001411.tmp	Test4	8
00001412.tmp	Test0	0
00001412.tmp	Test1	9
00001412.tmp	Test2	8
00001412.tmp	Test3	7
00001412.tmp	Test4	6
00001413.tmp	Test0	0
00001413.tmp	Test1	3
00001413.tmp	Test2	6
00001413.tmp	Test3	9
00001413.tmp	Test4	12
00001414.tmp	Test0	0
00001414.tmp	Test1	0
00001414.tmp	Test2	0
00001414.tmp	Test3	0
00001414.tmp	Test4	0
00001415.tmp	Test0	0
00001415.tmp	Test1	2
00001415.tmp	Test2	4
00001415.tmp	Test3	0
00001415.tmp	Test4	2
00001416.tmp	Test0	0
00001416.tmp	Test1	0
00001416.tmp	Test2	0
00001416.tmp	Test3	0
00001416.tmp	Test4	0
00001417.tmp	Test0	0
00001417.tmp	Test1	5
00001417.tmp	Test2	10
00001417.tmp	Test3	4
00001417.tmp	Test4	9
00001418.tmp	Test0	0
00001418.tmp	Test1	1
00001418.tmp	Test2	0
00001418.tmp	Test3	1
00001418.tmp	Test4	0
00001419.tmp	Test0	0
00001419.tmp	Test1	2
00001419.tmp	Test2	4
00001419.tmp	Test3	6
00001419.tmp	Test4	8
00001420.tmp	Test0	0
00001420.tmp	Test1	9
00001420.tmp	Test2	3
00001420.tmp	Test3	12
00001420.tmp	Test4	6
00001421.tmp	Test0	0
00001421.tmp	Test1	9
00001421.tmp	Test2	5
00001421.tmp	Test3	1
00001421.tmp	Test4	10
00001422.tmp	Test0	0
00001422.tmp	Test1	1
00001422.tmp	Test2	2
00001422.tmp	Test3	3
00001422.tmp	Test4	4
00001423.tmp	Test0	0
00001423.tmp	Test1	1
00001423.tmp	Test2	2
00001423.tmp	Test3	3
00001423.tmp	Test4	4
00001424.tmp	Test0	0
00001424.tmp	Test1	2
00001424.tmp	Test2	1
00001424.tmp	Test3	0
00001424.tmp	Test4	2
00001425.tmp	Test0	0
00001425.tmp	Test1	5
00001425.tmp	Test2	10
00001425.tmp	Test3	15
00001425.tmp	Test4	20
00001426.tmp	Test0	0
00001426.tmp	Test1	5
00001426.tmp	Test2	4
00001426.tmp	Test3	3
00001426.tmp	Test4	2
00001427.tmp	Test0	0
00001427.tmp	Test1	15
00001427.tmp	Test2	9
00001427.tmp	Test3	3
00001427.tmp	Test4	18
00001428.tmp	Test0	0
00001428.tmp	Test1	9
00001428.tmp	Test2	1
00001428.tmp	Test3	10
00001428.tmp	Test4	2
00001429.tmp	Test0	0
00001429.tmp	Test1	7
00001429.tmp	Test2	14
00001429.tmp	Test3	5
00001429.tmp	Test4	12
00001430.tmp	Test0	0
00001430.tmp	Test1	13
00001430.tmp	Test2	0
00001430.tmp	Test3	13
00001430.tmp	Test4	0
00001431.tmp	Test0	0
00001431.tmp	Test1	2
00001431.tmp	Test2	4
00001431.tmp	Test3	1
00001431.tmp	Test4	3
00001432.tmp	Test0	0
00001432.tmp	Test1	13
00001432.tmp	Test2	10
00001432.tmp	Test3	7
00001432.tmp	Test4	4
00001433.tmp	Test0	0
00001433.tmp	Test1	1
00001433.tmp	Test2	2
00001433.tmp	Test3	3
00001433.tmp	Test4	4
00001434.tmp	Test0	0
00001434.tmp	Test1	3
00001434.tmp	Test2	6
00001434.tmp	Test3	9
00001434.tmp	Test4	12
00001435.tmp	Test0	0
00001435.tmp	Test1	6
00001435.tmp	Test2	5
00001435.tmp	Test3	4
00001435.tmp	Test4	3
00001436.tmp	Test0	0
00001436.tmp	Test1	0
00001436.tmp	Test2	0
00001436.tmp	Test3	0
00001436.tmp	Test4	0
00001437.tmp	Test0	0
00001437.tmp	Test1	0
00001437.tmp	Test2	0
00001437.tmp	Test3	0
00001437.tmp	Test4	0
00001438.tmp	Test0	0
00001438.tmp	Test1	1
00001438.tmp	Test2	0
00001438.tmp	Test3	1
00001438.tmp	Test4	0
00001439.tmp	Test0	0
00001439.tmp	Test1	5
00001439.tmp	Test2	10
00001439.tmp	Test3	15
00001439.tmp	Test4	20
00001440.tmp	Test0	0
00001440.tmp	Test1	17
00001440.tmp	Test2	15
00001440.tmp	Test3	13
00001440.tmp	Test4	11
00001441.tmp	Test0	0
00001441.tmp	Test1	0
00001441.tmp	Test2	0
00001441.tmp	Test3	0
00001441.tmp	Test4	0
00001442.tmp	Test0	0
00001442.tmp	Test1	14
00001442.tmp	Test2	5
00001442.tmp	Test3	19
00001442.tmp	Test4	10
00001443.tmp	Test0	0
00001443.tmp	Test1	1
00001443.tmp	Test2	2
00001443.tmp	Test3	3
00001443.tmp	Test4	4
00001444.tmp	Test0	0
00001444.tmp	Test1	1
00001444.tmp	Test2	2
00001444.tmp	Test3	3
00001444.tmp	Test4	4
00001445.tmp	Test0	0
00001445.tmp	Test1	26
00001445.tmp	Test2	24
00001445.tmp	Test3	22
00001445.tmp	Test4	20
00001446.tmp	Test0	0
00001446.tmp	Test1	15
00001446.tmp	Test2	12
00001446.tmp	Test3	9
00001446.tmp	Test4	6
00001447.tmp	Test0	0
00001447.tmp	Test1	4
00001447.tmp	Test2	8
00001447.tmp	Test3	3
00001447.tmp	Test4	7
00001448.tmp	Test0	0
00001448.tmp	Test1	15
00001448.tmp	Test2	11
00001448.tmp	Test3	7
00001448.tmp	Test4	3
00001449.tmp	Test0	0
00001449.tmp	Test1	5
00001449.tmp	Test2	10
00001449.tmp	Test3	4
00001449.tmp	Test4	9
00001450.tmp	Test0	0
00001450.tmp	Test1	4
00001450.tmp	Test2	8
00001450.tmp	Test3	12
00001450.tmp	Test4	1
00001451.tmp	Test0	0
00001451.tmp	Test1	3
00001451.tmp	Test2	6
00001451.tmp	Test3	9
00001451.tmp	Test4	1
00001452.tmp	Test0	0
00001452.tmp	Test1	5
00001452.tmp	Test2	3
00001452.tmp	Test3	1
00001452.tmp	Test4	6
00001453.tmp	Test0	0
00001453.tmp	Test1	22
00001453.tmp	Test2	21
00001453.tmp	Test3	20
00001453.tmp	Test4	19
00001454.tmp	Test0	0
00001454.tmp	Test1	5
00001454.tmp	Test2	1
00001454.tmp	Test3	6
00001454.tmp	Test4	2
00001455.tmp	Test0	0
00001455.tmp	Test1	6
00001455.tmp	Test2	4
00001455.tmp	Test3	2
00001455.tmp	Test4	0
00001456.tmp	Test0	0
00001456.tmp	Test1	1
00001456.tmp	Test2	2
00001456.tmp	Test3	3
00001456.tmp	Test4	4
00001457.tmp	Test0	0
00001457.tmp	Test1	1
00001457.tmp	Test2	2
00001457.tmp	Test3	3
00001457.tmp	Test4	4
00001458.tmp	Test0	0
00001458.tmp	Test1	4
00001458.tmp	Test2	1
00001458.tmp	Test3	5
00001458.tmp	Test4	2
00001459.tmp	Test0	0
00001459.tmp	Test1	7
00001459.tmp	Test2	5
00001459.tmp	Test3	3
00001459.tmp	Test4	1
00001460.tmp	Test0	0
00001460.tmp	Test1	5
00001460.tmp	Test2	10
00001460.tmp	Test3	3
00001460.tmp	Test4	8
00001461.tmp	Test0	0
00001461.tmp	Test1	5
00001461.tmp	Test2	10
00001461.tmp	Test3	15
00001461.tmp	Test4	0
00001462.tmp	Test0	0
00001462.tmp	Test1	4
00001462.tmp	Test2	3
00001462.tmp	Test3	2
00001462.tmp	Test4	1
00001463.tmp	Test0	0
00001463.tmp	Test1	1
00001463.tmp	Test2	2
00001463.tmp	Test3	0
00001463.tmp	Test4	1
00001464.tmp	Test0	0
00001464.tmp	Test1	6
00001464.tmp	Test2	5
00001464.tmp	Test3	4
00001464.tmp	Test4	3
00001465.tmp	Test0	0
00001465.tmp	Test1	11
00001465.tmp	Test2	10
00001465.tmp	Test3	9
00001465.tmp	Test4	8
00001466.tmp	Test0	0
00001466.tmp	Test1	7
00001466.tmp	Test2	0
00001466.tmp	Test3	7
00001466.tmp	Test4	0
00001467.tmp	Test0	0
00001467.tmp	Test1	9
00001467.tmp	Test2	18
00001467.tmp	Test3	8
00001467.tmp	Test4	17
00001468.tmp	Test0	0
00001468.tmp	Test1	1
00001468.tmp	Test2	2
00001468.tmp	Test3	3
00001468.tmp	Test4	4
00001469.tmp	Test0	0
00001469.tmp	Test1	1
00001469.tmp	Test2	0
00001469.tmp	Test3	1
00001469.tmp	Test4	0
00001470.tmp	Test0	0
00001470.tmp	Test1	19
00001470.tmp	Test2	14
00001470.tmp	Test3	9
00001470.tmp	Test4	4
00001471.tmp	Test0	0
00001471.tmp	Test1	8
00001471.tmp	Test2	4
00001471.tmp	Test3	0
00001471.tmp	Test4	8
00001472.tmp	Test0	0
00001472.tmp	Test1	7
00001472.tmp	Test2	14
00001472.tmp	Test3	1
00001472.tmp	Test4	8
00001473.tmp	Test0	0
00001473.tmp	Test1	12
00001473.tmp	Test2	24
00001473.tmp	Test3	10
00001473.tmp	Test4	22
00001474.tmp	Test0	0
00001474.tmp	Test1	9
00001474.tmp	Test2	18
00001474.tmp	Test3	4
00001474.tmp	Test4	13
00001475.tmp	Test0	0
00001475.tmp	Test1	0
00001475.tmp	Test2	0
00001475.tmp	Test3	0
00001475.tmp	Test4	0
00001476.tmp	Test0	0
00001476.tmp	Test1	10
00001476.tmp	Test2	8
00001476.tmp	Test3	6
00001476.tmp	Test4	4
00001477.tmp	Test0	0
00001477.tmp	Test1	2
00001477.tmp	Test2	4
00001477.tmp	Test3	6
00001477.tmp	Test4	8
00001478.tmp	Test0	0
00001478.tmp	Test1	14
00001478.tmp	Test2	9
00001478.tmp	Test3	4
00001478.tmp	Test4	18
00001479.tmp	Test0	0
00001479.tmp	Test1	8
00001479.tmp	Test2	7
00001479.tmp	Test3	6
00001479.tmp	Test4	5
00001480.tmp	Test0	0
00001480.tmp	Test1	14
00001480.tmp	Test2	4
00001480.tmp	Test3	18
00001480.tmp	Test4	8
00001481.tmp	Test0	0
00001481.tmp	Test1	1
00001481.tmp	Test2	2
00001481.tmp	Test3	3
00001481.tmp	Test4	4
00001482.tmp	Test0	0
00001482.tmp	Test1	4
00001482.tmp	Test2	8
00001482.tmp	Test3	12
00001482.tmp	Test4	3
00001483.tmp	Test0	0
00001483.tmp	Test1	7
00001483.tmp	Test2	14
00001483.tmp	Test3	21
00001483.tmp	Test4	1
00001484.tmp	Test0	0
00001484.tmp	Test1	12
00001484.tmp	Test2	11
00001484.tmp	Test3	10
00001484.tmp	Test4	9
00001485.tmp	Test0	0
00001485.tmp	Test1	4
00001485.tmp	Test2	8
00001485.tmp	Test3	12
00001485.tmp	Test4	16
00001486.tmp	Test0	0
00001486.tmp	Test1	11
00001486.tmp	Test2	3
00001486.tmp	Test3	14
00001486.tmp	Test4	6
00001487.tmp	Test0	0
00001487.tmp	Test1	4
00001487.tmp	Test2	8
00001487.tmp	Test3	1
00001487.tmp	Test4	5
00001488.tmp	Test0	0
00001488.tmp	Test1	2
00001488.tmp	Test2	4
00001488.tmp	Test3	6
00001488.tmp	Test4	0
00001489.tmp	Test0	0
00001489.tmp	Test1	4
00001489.tmp	Test2	8
00001489.tmp	Test3	12
00001489.tmp	Test4	3
00001490.tmp	Test0	0
00001490.tmp	Test1	1
00001490.tmp	Test2	2
00001490.tmp	Test3	3
00001490.tmp	Test4	4
00001491.tmp	Test0	0
00001491.tmp	Test1	12
00001491.tmp	Test2	5
00001491.tmp	Test3	17
00001491.tmp	Test4	10
00001492.tmp	Test0	0
00001492.tmp	Test1	10
00001492.tmp	Test2	9
00001492.tmp	Test3	8
00001492.tmp	Test4	7
00001493.tmp	Test0	0
00001493.tmp	Test1	1
00001493.tmp	Test2	2
00001493.tmp	Test3	3
00001493.tmp	Test4	4
00001494.tmp	Test0	0
00001494.tmp	Test1	1
00001494.tmp	Test2	0
00001494.tmp	Test3	1
00001494.tmp	Test4	0
00001495.tmp	Test0	0
00001495.tmp	Test1	2
00001495.tmp	Test2	4
00001495.tmp	Test3	6
00001495.tmp	Test4	8
00001496.tmp	Test0	0
00001496.tmp	Test1	14
00001496.tmp	Test2	7
00001496.tmp	Test3	0
00001496.tmp	Test4	14
00001497.tmp	Test0	0
00001497.tmp	Test1	16
00001497.tmp	Test2	13
00001497.tmp	Test3	10
00001497.tmp	Test4	7
00001498.tmp	Test0	0
00001498.tmp	Test1	7
00001498.tmp	Test2	14
00001498.tmp	Test3	2
00001498.tmp	Test4	9
00001499.tmp	Test0	0
00001499.tmp	Test1	11
00001499.tmp	Test2	10
00001499.tmp	Test3	9
00001499.tmp	Test4	8
00001500.tmp	Test0	0
00001500.tmp	Test1	5
00001500.tmp	Test2	2
00001500.tmp	Test3	7
00001500.tmp	Test4	4
